file,offset_hex,japanese,vi_full,vi_game_current,status,note
PRGPACK.BDP,0x67c78,価値,Giá trị,GIATRI,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67c80,通行税,Phí qua đường,PHI QD,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67c88,物件を決めたら、,"Khi đã chọn tài sản,",CHON XONG TS,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67d50,そんな土地ないじゃない,Không có mảnh đất như vậy,KHONG CO DAT,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67d68,%sを建てたよ,Đã xây %s,XAY %s,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67d78,%dゼニーはらってね,Trả %d Zenny,TRA %d ZENNY,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67d8c,/V%sさん/v,%s,/V%s/v,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67d98,お金たりないじゃない！,Không đủ tiền!,THIEU TIEN!,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67db0,不足金額： %dゼニー,Thiếu: %d Zenny,THIEU:%d Z,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67dc4,あーあぁ,Chán thật,CHAN,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67dec,%sさんの資産とカードが,Tài sản và thẻ của %s,TS+THE %s,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67e04,%sさんのものになるよ,sẽ thuộc về %s,THUOC %s,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67edc,次の武器カードをもらったよ,Nhận thẻ vũ khí sau,NHAN THE VK,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67ef8,手持ちの武器カードがいっぱいだよ,Thẻ vũ khí đã đầy,THE VK DA DAY,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67f1c,なにか捨ててね,Hãy bỏ bớt một thẻ,BO BOT THE,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67f2c,次のイベントカードをもらったよ,Nhận thẻ sự kiện sau,NHAN THE SK,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67f4c,手持ちのイベントカードがいっぱいで,Thẻ sự kiện đã đầy,THE SK DA DAY,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67f94,「%s」を捨てて,Bỏ %s,BO %s,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
PRGPACK.BDP,0x67fa4,「%s」を手に入れたよ,,NHAN %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
PRGPACK.BDP,0x67fbc,「%s」を,%s,「%s」,TRANSLATED_FOR_06,Bản dịch nguồn có dấu; game fallback chưa chốt encoding.
